name,isin,symbol
SOFTLINE AG O.N. KONV.,DE000A2DAN10,SFD1
BRENNTAG AG NA O.N. NEUE,DE000A2DAND5,BNRN
7C SOLARPARKEN  O.N. JGE,DE000A2DAP26,HRPN
NANOGATE AG  JGE,DE000A2DAPR0,N7GJ
WISDOMTR.INDIA QUAL. DLDZ,DE000A2DJWH8,WTDZ
WISDOMTR.INDIA QUAL.DLADZ,DE000A2DJWJ4,WTD0
FIR.T.G-US LC C.A.D.U. DZ,DE000A2DLXT7,FTGU
BMP HOLDING AG  O.N.,DE000A2E3772,BTBB
SYGNIS AG  JGE,DE000A2E38H3,LIO3
PNE WIND AG NA O.N. NEUE,DE000A2E41H7,PNEE
SINNERSCHRADER Z.VERK.,DE000A2E42L7,SZZ1
CENTROTEC SUSTAIN.JGE O.N,DE000A2E42R4,CEVJ
STADA ARZNEIMITT. Z.VERK.,DE000A2E4R04,SAZA
WILEX AG   JGE O.N.,DE000A2E4SX4,WL6J
HEIDELBERG.DRUCKM. NEUE,DE000A2E4T51,HDDF
BIOTEST AG ST Z.VERK.,DE000A2E4TS2,BIOS
BIOTEST AG VZO Z.VERK.,DE000A2E4TV6,BIOV
DEAG DT.ENTERTN. NEUE,DE000A2E4Z61,ERMN
BASF SE NA O.N.,DE000BASF111,BAS
BAYER AG NA O.N.,DE000BAY0017,BAYN
COMMERZBANK AG,DE000CBK1001,CBK
E.ON SE NA O.N.,DE000ENAG999,EOAN
COMMERZBANK ETC UNL.,DE000ETC0118,X001
COMMERZBANK ETC UNL.,DE000ETC0126,X002
COMMERZBANK ETC UNL.,DE000ETC0134,X0CI
COMMERZBANK ETC UNL.,DE000ETC0142,X0CJ
COMMERZBANK ETC UNL.,DE000ETC0159,X003
COMMERZBANK ETC UNL.,DE000ETC0167,X004
COMMERZBANK ETC UNL.,DE000ETC0175,X0CK
COMMERZBANK ETC UNL.,DE000ETC0183,X0CL
COMMERZBANK ETC UNL.,DE000ETC0191,X005
COMMERZBANK ETC UNL.,DE000ETC0209,X006
COMMERZBANK ETC UNL.,DE000ETC0217,X0CM
COMMERZBANK ETC UNL.,DE000ETC0225,X0CN
COMMERZBANK ETC UNL.,DE000ETC0233,X007
COMMERZBANK ETC UNL.,DE000ETC0241,X008
COMMERZBANK ETC UNL.,DE000ETC0258,X0CP
COMMERZBANK ETC UNL.,DE000ETC0266,X0CQ
COMMERZBANK ETC UNL.,DE000ETC0274,X0C1
COMMERZBANK ETC UNL.,DE000ETC0282,X0C2
COMMERZBANK ETC UNL.,DE000ETC0290,X0D1
COMMERZBANK ETC UNL.,DE000ETC0308,X0D2
COMMERZBANK ETC UNL.,DE000ETC0316,X0C3
COMMERZBANK ETC UNL.,DE000ETC0324,X0C4
COMMERZBANK ETC UNL.,DE000ETC0332,X0D3
COMMERZBANK ETC UNL.,DE000ETC0340,X0D4
COMMERZBANK ETC UNL.,DE000ETC0357,X0C5
COMMERZBANK ETC UNL.,DE000ETC0365,X0C6
COMMERZBANK ETC UNL.,DE000ETC0373,X0D5
COMMERZBANK ETC UNL.,DE000ETC0381,X0D6
COMMERZBANK ETC UNL.,DE000ETC0399,X0C7
COMMERZBANK ETC UNL.,DE000ETC0407,X0C8
COMMERZBANK ETC UNL.,DE000ETC0415,X0D7
COMMERZBANK ETC UNL.,DE000ETC0423,X0D8
COMMERZBANK ETC UNL.,DE000ETC0431,X0D9
COMMERZBANK ETC UNL.,DE000ETC0449,X0DA
COMMERZBANK ETC UNL.,DE000ETC0456,X0DB
COMMERZBANK ETC UNL.,DE000ETC0464,X0DC
COMMERZBANK ETC UNL.,DE000ETC0472,X0DD
COMMERZBANK ETC UNL.,DE000ETC0480,X0DE
COMMERZBANK ETC UNL.,DE000ETC0498,X0DF
COMMERZBANK ETC UNL.,DE000ETC0506,X0DG
COMMERZBANK ETC UNL.,DE000ETC0514,X0B1
COMMERZBANK ETC UNL.,DE000ETC0522,X0B2
COMMERZBANK ETC UNL.,DE000ETC0530,X0B3
COMMERZBANK ETC UNL.,DE000ETC0548,X0B4
COMMERZBANK ETC UNL.,DE000ETC0555,X0B5
COMMERZBANK ETC UNL.,DE000ETC0563,X0B6
COMMERZBANK ETC UNL.,DE000ETC0571,X0B7
COMMERZBANK ETC UNL.,DE000ETC0589,X0B8
COMMERZBANK ETC UNL.,DE000ETC0597,X0B9
COMMERZBANK ETC UNL.,DE000ETC0605,X0BA
COMMERZBANK ETC UNL.,DE000ETC0613,X0BB
COMMERZBANK ETC UNL.,DE000ETC0621,X0BC
COMMERZBANK ETC UNL.,DE000ETC0639,X0BD
COMMERZBANK ETC UNL.,DE000ETC0647,X0BE
COMMERZBANK ETC UNL.,DE000ETC0654,X0BF
COMMERZBANK ETC UNL.,DE000ETC0662,X0BG
COMMERZBANK ETC UNL.,DE000ETC0670,X0BH
COMMERZBANK ETC UNL.,DE000ETC0688,X0BI
COMMERZBANK ETC UNL.,DE000ETC0712,X0BL
COMMERZBANK ETC UNL.,DE000ETC0720,X0BM
COMMERZBANK ETC UNL.,DE000ETC0753,X0BQ
COMMERZBANK ETC UNL.,DE000ETC0761,X0BR
COMMERZBANK ETC UNL.,DE000ETC0795,X0BU
COMMERZBANK ETC UNL.,DE000ETC0803,X0BV
COMMERZBANK ETC UNL.,DE000ETC0837,X0E1
COMMERZBANK ETC UNL.,DE000ETC0845,X0E2
COMMERZBANK ETC UNL.,DE000ETC0878,X0E5
COMMERZBANK ETC UNL.,DE000ETC0886,X0E6
COMSTAGE VERM.STR.U.ETF I,DE000ETF7011,F701
COMST.ALP.DIV.PL.UC.ETF R,DE000ETF7508,F750
COMSTAGE 1-DAX UCIT.ETF I,DE000ETF9017,E901
COMSTAGE 1-DIVDAX U.ETF I,DE000ETF9033,E903
COMSTAGE 1-SDAX UCI.ETF I,DE000ETF9058,E905
COMSTAGE 1-MDAX UCI.ETF I,DE000ETF9074,E907
COMSTAGE 1-TECDAX U.ETF I,DE000ETF9082,E908
COMSTAGE 1-EO ST.50 U.E.I,DE000ETF9504,E950
DK DAX,DE000ETFL011,EL4A
DK EURO STOXX 50,DE000ETFL029,EL4B
DK STOXX EUR.STR.GROW.20,DE000ETFL037,EL4C
DK STOXX EUR.STR.VALUE 20,DE000ETFL045,EL4D
DK STOXX EUR.STR.STY.C.40,DE000ETFL052,EL4E
DK DAX (AUSSCHUETTEND),DE000ETFL060,EL4F
DK EO STOXX SEL.DIVID.30,DE000ETFL078,EL4G
DK MSCI EUROPE LC,DE000ETFL086,EL4H
DK MSCI USA LC,DE000ETFL094,EL4I
DK MSCI JAPAN LC,DE000ETFL102,EL4J
DK IB EO LIQ.SOV.DIV.1-10,DE000ETFL110,EL4K
DK IB EO LIQ.SOV.DIV.1-3,DE000ETFL128,EL4L
DK IB EO LIQ.SOV.DIV.3-5,DE000ETFL136,EL4M
DK IB EO LIQ.SOV.DIV.5-7,DE000ETFL144,EL4N
DK IB EO LIQ.SOV.DIV.7-10,DE000ETFL151,EL4P
DK IB EO LIQ.SOV.DIV.10+,DE000ETFL169,EL4Q
DK DB EUROG.GERMANY,DE000ETFL177,EL4R
DK DB EUROG.GERMANY 1-3,DE000ETFL185,EL4S
DK DB EUROG.GERMANY 3-5,DE000ETFL193,EL4T
DK DB EUROG.GERMANY 5-10,DE000ETFL201,EL4U
DK DB EUROG.GERMANY 10+,DE000ETFL219,EL4V
DK DB EUROG.GER.MONEYM.,DE000ETFL227,EL4W
DK DAXPLUS MAX.DIVIDEND,DE000ETFL235,EL4X
DK STOXX EUROPE 50,DE000ETFL250,EL4Y
DK MSCI USA,DE000ETFL268,EL4Z
DK MSCI USA MC,DE000ETFL276,EL41
DK MSCI EUROPE,DE000ETFL284,EL42
DK MSCI EUROPE MC,DE000ETFL292,EL43
DK MSCI JAPAN,DE000ETFL300,EL44
DK MSCI JAPAN MC,DE000ETFL318,EL45
DK MSCI CHINA,DE000ETFL326,EL46
DK MSCI EMERGING MARKETS,DE000ETFL342,EL40
DK IBOXX EO L.GE.COV.DIV.,DE000ETFL359,EL48
DK IBOXX EO LIQ.CORP.DIV.,DE000ETFL375,EL49
DK IBOXX EO L.NON-FI.DIV.,DE000ETFL383,EFQ8
DK DB EUROGOV FRANCE,DE000ETFL425,EFQ2
DK DAX EX FINANCIALS 30,DE000ETFL433,ELF0
DEKA MDAX,DE000ETFL441,ELF1
DEKA MSCI EUR.EX EMU U.E.,DE000ETFL458,ELF5
DEKA EO ST.50(THES.)U.ETF,DE000ETFL466,ELFA
DEKA OEKOM EO NACHH.U.ETF,DE000ETFL474,ELFB
DK EO ISTO.EX F.D.+ U.ETF,DE000ETFL482,ELFC
DEKA EUROZ.R.P.1-10 U.ETF,DE000ETFL490,ELFD
COMMERZBANK ETN UNL.,DE000ETN0016,X00A
COMMERZBANK ETN UNL.,DE000ETN0024,X00B
COMMERZBANK ETN UNL.,DE000ETN0032,X00C
COMMERZBANK ETN UNL.,DE000ETN0040,X00D
COMMERZBANK ETN UNL.,DE000ETN0057,X00E
COMMERZBANK ETN UNL.,DE000ETN0065,X00F
COMMERZBANK ETN UNL.,DE000ETN0073,X00G
COMMERZBANK ETN UNL.,DE000ETN0081,X00H
COMMERZBANK ETN UNL.,DE000ETN0099,X00I
COMMERZBANK ETN UNL.,DE000ETN0107,X00J
COMMERZBANK ETN UNL.,DE000ETN0115,X00K
COMMERZBANK ETN UNL.,DE000ETN0123,X00L
COMMERZBANK ETN UNL.,DE000ETN0131,X00M
COMMERZBANK ETN UNL.,DE000ETN0149,X00N
COMMERZBANK ETN UNL.,DE000ETN0156,X00P
COMMERZBANK ETN UNL.,DE000ETN0164,X00Q
COMMERZBANK ETN UNL.,DE000ETN0172,X00R
COMMERZBANK ETN UNL.,DE000ETN0180,X00S
COMMERZBANK ETN UNL.,DE000ETN0198,X00T
COMMERZBANK ETN UNL.,DE000ETN0206,X00U
COMMERZBANK ETN UNL.,DE000ETN0214,X00V
COMMERZBANK ETN UNL.,DE000ETN0222,X00W
COMMERZBANK ETN UNL.,DE000ETN0230,X00Y
COMMERZBANK ETN UNL.,DE000ETN0248,X00Z
COMMERZBANK ETN UNL.,DE000ETN0255,X04A
COMMERZBANK ETN UNL.,DE000ETN0263,X04B
COMMERZBANK ETN UNL.,DE000ETN0271,X0CE
COMMERZBANK ETN UNL.,DE000ETN0289,X0CF
COMMERZBANK ETN UNL.,DE000ETN0297,X04C
COMMERZBANK ETN UNL.,DE000ETN0305,X04D
COMMERZBANK ETN UNL.,DE000ETN0313,X0CG
COMMERZBANK ETN UNL.,DE000ETN0321,X0CH
COMMERZBANK ETN UNL.,DE000ETN0339,X04E
COMMERZBANK ETN UNL.,DE000ETN0347,X04F
COMMERZBANK ETN UNL.,DE000ETN0354,X0DH
COMMERZBANK ETN UNL.,DE000ETN0362,X0DI
COMMERZBANK ETN UNL.,DE000ETN0370,X04G
COMMERZBANK ETN UNL.,DE000ETN0388,X04H
COMMERZBANK ETN UNL.,DE000ETN0396,X0DJ
COMMERZBANK ETN UNL.,DE000ETN0404,X0DK
COMMERZBANK ETN UNL.,DE000ETN0412,X04I
COMMERZBANK ETN UNL.,DE000ETN0420,X04J
COMMERZBANK ETN UNL.,DE000ETN0438,X0DL
COMMERZBANK ETN UNL.,DE000ETN0446,X0DM
COMMERZBANK ETN UNL.,DE000ETN0453,X04K
COMMERZBANK ETN UNL.,DE000ETN0461,X04L
COMMERZBANK ETN UNL.,DE000ETN0479,X0DN
COMMERZBANK ETN UNL.,DE000ETN0487,X0DP
COMMERZBANK ETN UNL.,DE000ETN0495,X04M
COMMERZBANK ETN UNL.,DE000ETN0503,X04N
COMMERZBANK ETN UNL.,DE000ETN0511,X0DQ
COMMERZBANK ETN UNL.,DE000ETN0529,X0DR
COMMERZBANK ETN UNL.,DE000ETN0537,X04P
COMMERZBANK ETN UNL.,DE000ETN0545,X04Q
COMMERZBANK ETN UNL.,DE000ETN0552,X0DS
COMMERZBANK ETN UNL.,DE000ETN0560,X0DT
COMMERZBANK ETN UNL.,DE000ETN0735,X04V
COMMERZBANK ETN UNL.,DE000ETN0743,X04W
COMMERZBANK ETN UNL.,DE000ETN0750,X0DY
COMMERZBANK ETN UNL.,DE000ETN0768,X0DZ
COMMERZBANK ETN UNL.,DE000ETN0776,X04X
COMMERZBANK ETN UNL.,DE000ETN0784,X04Y
COMMERZBANK ETN UNL.,DE000ETN0792,X04Z
COMMERZBANK ETN UNL.,DE000ETN0800,X00X
COMMERZBANK ETN UNL.,DE000ETN0818,X0CA
COMMERZBANK ETN UNL.,DE000ETN0826,X0CB
COMMERZBANK ETN UNL.,DE000ETN0834,X000
COMMERZBANK ETN UNL.,DE000ETN0842,X040
COMMERZBANK ETN UNL.,DE000ETN0859,X0CC
COMMERZBANK ETN UNL.,DE000ETN0867,X0CD
COMMERZBANK ETN UNL.,DE000ETN0875,X0C0
COMMERZBANK ETN UNL.,DE000ETN0883,X0D0
COMMERZBANK ETN UNL.,DE000ETN0AA6,X0CR
COMMERZBANK ETN UNL.,DE000ETN0AB4,X0CS
COMMERZBANK ETN UNL.,DE000ETN0AC2,X0CT
COMMERZBANK ETN UNL.,DE000ETN0AD0,X0CU
COMMERZBANK ETN UNL.,DE000ETN0AE8,X0CV
COMMERZBANK ETN UNL.,DE000ETN0AF5,X0CW
COMMERZBANK ETN UNL.,DE000ETN0AG3,X0CX
COMMERZBANK ETN UNL.,DE000ETN0AH1,X0CY
COMMERZBANK ETN UNL.,DE000ETN0AJ7,X0CZ
COMMERZBANK ETN UNL.,DE000ETN0AK5,X009
COMMERZBANK ETN UNL.,DE000ETN0AL3,X049
COMMERZBANK ETN UNL.,DE000ETN0AM1,X0C9
EVONIK INDUSTRIES NA O.N.,DE000EVNK013,EVK
FRANCOTYP-POSTALIA HLDG,DE000FPH9000,FPH
FINTECH GROUP AG  NA O.N.,DE000FTG1111,FTK
HAPAG-LLOYD AG NA O.N.,DE000HLAG475,HLAG
KLOECKNER + CO SE NA O.N.,DE000KC01000,KCO
KION GROUP AG,DE000KGX8881,KGX
K+S AG NA O.N.,DE000KSAG888,SDF
OSRAM LICHT AG NA O.N.,DE000LED4000,OSR
LEG IMMOBILIEN AG NA O.N.,DE000LEG1110,LEG
LOTTO24 AG NA O.N.,DE000LTT0243,LO24
PORSCHE AUTOM.HLDG VZO,DE000PAH0038,PAH3
PATRIZIA IMMOBILIEN NA ON,DE000PAT1AG3,P1Z
BNP PAR.ARB. O.E. ETC,DE000PB6BEN9,B4N2
BNP PAR.ARB. O.E. ETC,DE000PB6D1Z6,B4N1
BNP PAR.ARB. O.E. ETC,DE000PB6GAS5,BNQ9
BNP PAR.ARB. O.E. ETC,DE000PB6H1T5,B4N3
BNP PAR.ARB. O.E. ETC,DE000PB6R101,BNQG
BNP PAR.ARB. O.E. ETC,DE000PB6R1B1,BNQC
BNP PAR.ARB. O.E. ETC,DE000PB6R1D7,BNQF
BNP PAR.ARB. O.E. ETC,DE000PB6R1G0,BNQE
BNP PAR.ARB. O.E. ETC,DE000PB6R1H8,BNQH
BNP PAR.ARB. O.E. ETC,DE000PB6R1W7,BNQD
BNP PAR.ARB. O.E. ETC,DE000PB6RE18,BNQ2
BNP PAR.ARB. O.E. ETC,DE000PB6REB0,BNQX
BNP PAR.ARB. O.E. ETC,DE000PB6RED6,BNQ1
BNP PAR.ARB. O.E. ETC,DE000PB6REG9,BNQZ
BNP PAR.ARB. O.E. ETC,DE000PB6REH7,BNQ3
BNP PAR.ARB. O.E. ETC,DE000PB6REW6,BNQY
BNP PAR.ARB. O.E. ETC XPD,DE000PB8PAL7,BNQL
BNP PAR.ARB. O.E. ETC,DE000PB8R1A1,BNQN
BNP PAR.ARB. O.E. ETC,DE000PB8R1C7,BNQP
BNP PAR.ARB. O.E. ETC,DE000PB8R1E3,BNQU
BNP PAR.ARB. O.E. ETC,DE000PB8R1L8,BNQT
BNP PAR.ARB. O.E. ETC,DE000PB8R1M6,BNQV
BNP PAR.ARB. O.E. ETC,DE000PB8R1N4,BNQQ
BNP PAR.ARB. O.E. ETC,DE000PB8R1T1,BNQS
BNP PAR.ARB. O.E. ETC,DE000PB8R1Z8,BNQR
BNP PAR.ARB. O.E. ETC,DE000PB8REC4,B4N5
BNP PAR.ARB. O.E. ETC,DE000PB8REE0,BNQ4
BNP PAR.ARB. O.E. ETC,DE000PB8REL5,B4N9
BNP PAR.ARB. O.E. ETC,DE000PB8REM3,BNQ5
BNP PAR.ARB. O.E. ETC,DE000PB8REN1,B4N6
BNP PAR.ARB. O.E. ETC,DE000PB8RET8,B4N8
BNP PAR.ARB. O.E. ETC,DE000PB8REZ5,B4N7
BNP PAR.ARB. O.E. ETC,DE000PR0R1M0,BNQW
BNP PAR.ARB. O.E. ETC,DE000PR5R0U0,B4NJ
BNP PAR.ARB. O.E. ETC,DE000PR5RAU2,B4NA
BNP PAR.ARB. O.E. ETC,DE000PR5RBU0,BNQ7
BNP PAR.ARB. O.E. ETC,DE000PR5RCU8,B4NB
BNP PAR.ARB. O.E. ETC,DE000PR5RDU6,B4NI
BNP PAR.ARB. O.E. ETC,DE000PR5REA6,B4N4
BNP PAR.ARB. O.E. ETC,DE000PR5REU4,B4NL
BNP PAR.ARB. O.E. ETC,DE000PR5RGU9,B4NH
BNP PAR.ARB. O.E. ETC,DE000PR5RHU7,B4NK
BNP PAR.ARB. O.E. ETC,DE000PR5RLU9,B4NF
BNP PAR.ARB. O.E. ETC,DE000PR5RME1,BNQ6
BNP PAR.ARB. O.E. ETC,DE000PR5RMU7,B4NM
BNP PAR.ARB. O.E. ETC,DE000PR5RNU5,B4NC
BNP PAR.ARB. O.E. ETC,DE000PR5RTU2,B4NE
BNP PAR.ARB. O.E. ETC,DE000PR5RUM7,B4NN
BNP PAR.ARB. O.E. ETC,DE000PR5RWU6,B4NG
BNP PAR.ARB. O.E. ETC,DE000PR5RZU9,B4ND
BNP PAR.ARB. O.E. ETC,DE000PS701L2,BNQA
BNP PAR.ARB. O.E. ETC XAU,DE000PS7G0L8,BNQJ
BNP PAR.ARB. O.E. ETC,DE000PS7WT17,BNQB
PROSIEBENSAT.1  NA O.N.,DE000PSM7770,PSM
SCHAEFFLER AG INH. VZO,DE000SHA0159,SHA
SKW STAHL-MET.HLDG. NA ON,DE000SKWM021,SK1A
STRATEC BIOMEDICAL  NA ON,DE000STRA555,SBS
SYMRISE AG INH. O.N.,DE000SYM9999,SY1
TELE COLUMBUS AG NA O.N.,DE000TCAG172,TC1
TALANX AG NA O.N.,DE000TLX1005,TLX
TUI AG NA O.N.,DE000TUAG000,TUI1
UNIPER SE  NA O.N.,DE000UNSE018,UN01
VTG AG O.N.,DE000VTG9999,VT9
WACKER NEUSON SE NA O.N.,DE000WACK012,WAC
SILTRONIC AG NA O.N.,DE000WAF3001,WAF
WACKER CHEMIE        O.N.,DE000WCH8881,WCH
WINDELN.DE SE O.N.,DE000WNDL110,WDL
XING AG NA O.N.,DE000XNG8888,O1BC
ZALANDO SE,DE000ZAL1111,ZAL
ZHONGDE WASTE TECHNOLOGY,DE000ZDWT018,ZEF
VESTAS WIND SYST. NAM.DK1,DK0010268606,VWS
PANDORA A/S          DK 1,DK0060252690,3P7
COLOPLAST NAM. B    DK 1,DK0060448595,CBHD
"NOVO-NORDISK NAM.B DK-,20",DK0060534915,NOVC
"PRO KAPITAL GRUPP EO 0,20",EE3100006040,17E
"EBRO FOODS NOM. EO -,60",ES0112501012,AZU
BCO BIL.VIZ.ARG.NOM.EO-49,ES0113211835,BOY
"BANKIA S.A.        EO 0,8",ES0113307021,FV01
"BCO POP. ESP. NOM. EO-,50",ES0113790226,POPD
"BCO SANTANDER N.EO0,5",ES0113900J37,BSD2
GAS NATURAL SDG INH. EO 1,ES0116870314,GAN
"FERROVIAL S.A.INH. EO-,20",ES0118900010,UFG
ACCIONA SA INH.    EO 1,ES0125220311,AJ3
"ENDESA INH.       EO 1,20",ES0130670112,ENA
"GAMESA CORP.TEC.I.EO-,17",ES0143416115,GTQ1
"IBERDROLA INH.    EO -,75",ES0144580Y14,IBE1
"INDITEX INH.      EO 0,03",ES0148396007,IXD1
"ACS,ACT.CO.SER.INH.EO-,50",ES0167050915,OCI1
REPSOL S.A. INH.     EO 1,ES0173516115,REP
TELEFONICA INH.      EO 1,ES0178430E18,TNE5
"NOKIA OYJ EO-,06",FI0009000681,NOA3
OUTOKUMPU OYJ A,FI0009002422,OUTA
"STORA ENSO OYJ R EO 1,70",FI0009005961,ENUR
UPM KYMMENE CORP.,FI0009005987,RPL
"FORTUM OYJ        EO 3,40",FI0009007132,FOT
SRV YHTIOET OYJ,FI0009015309,B7J
FERRATUM OYJ,FI4000106299,FRU
CREDIT AGRICOLE INH. EO 3,FR0000045072,XCA
"AIR LIQUIDE INH. EO 5,50",FR0000120073,AIL
"CARREFOUR S.A. INH.EO 2,5",FR0000120172,CAR
"TOTAL S.A.      EO 2,50",FR0000120271,TOTB
"OREAL (L') INH.    EO 0,2",FR0000120321,LOR
VALLOUREC            EO 2,FR0000120354,VAC
ACCOR SA INH.        EO 3,FR0000120404,ACR
BOUYGUES SA INH.     EO 1,FR0000120503,BYG
SANOFI SA INHABER    EO 2,FR0000120578,SNW
"AXA S.A. INH.     EO 2,29",FR0000120628,AXA
"DANONE S.A. EO -,25",FR0000120644,BSN
"LVMH               EO 0,3",FR0000121014,MOH
MICHELIN  NOM.       EO 2,FR0000121261,MCH
KERING S.A. INH.     EO 4,FR0000121485,PPX
PEUGEOT SA           EO 1,FR0000121501,PEU
SCHNEIDER ELEC. INH. EO 4,FR0000121972,SND
VEOLIA ENVIRONNE. EO 5,FR0000124141,VVD
UNIBAIL-ROD.SE INH.  EO 5,FR0000124711,UBL
ST GOBAIN            EO 4,FR0000125007,GOB
"VINCI S.A. INH.   EO 2,50",FR0000125486,SQU
"VIVENDI S.A. INH.  EO 5,5",FR0000127771,VVU
"STE GENERALE INH. EO 1,25",FR0000130809,SGE
BNP PARIBAS INH.     EO 2,FR0000131104,BNP
"RENAULT INH.      EO 3,81",FR0000131906,RNL
ORANGE INH.          EO 4,FR0000133308,FTE
"VALNEVA SE        EO -,15",FR0004056851,AYJ
LYX.EU.ST.50(DR)U.E.DEO,FR0007054358,LYSX
LYX.D.JON.IN.AV.U.ETF DEO,FR0007056841,DJAM
LYX.NASDAQ-100 U.ETF DEO,FR0007063177,LYMS
AMU.ETF CAC 40 U.ETF DR C,FR0007080973,GC40
LYX.MSCI E.(DR)UC.E.D-EO,FR0007085501,LYQC
L.EUROMTS AMIG(DR)UETF EO,FR0010028860,LYQ1
LYX.E.3-5Y IG(DR)UETF EO,FR0010037234,LYQ3
L.EU.10-15Y IG(DR)UETF EO,FR0010037242,LYQ6
LYX.MSCI EMU GWTH(DR)UETF,FR0010168765,LYY3
LY.MSCI EMU SM.CA.UETF EO,FR0010168773,LYY1
LYS.MSCI EMU V.(DR)UC.ETF,FR0010168781,LYY2
L.EUROMTS I.L.I.G(DR)UETF,FR0010174292,LYQ7
LY.EA.EU.(C.N.E.)UETF CEO,FR0010204073,L8I2
LYX.CH.ENT.(HSCEI)U.E.CEO,FR0010204081,L8I1
ENGIE S.A. INH.      EO 1,FR0010208488,GZF
ALSTOM S.A. INH.     EO 7,FR0010220475,AOMD
LY.EUR.1-3Y I.G.(DR)U.ETF,FR0010222224,LYQ2
"ELECTRICI.D.FRANCE E0-,50",FR0010242511,E2F
LYX.JAP.(TOPIX)(DR) DEO,FR0010245514,LYY4
LYXOR MSCI EUR.U.ETF DEO,FR0010261198,LYY5
LYX.C.T.R./C.CRB TRUECEO,FR0010270033,LYY6
LYX.MSCI USA U.ETF DEO,FR0010296061,LYYB
LYX.MSCI AC APXJ.UETF CEO,FR0010312124,LYYC
LYX.MSCI WORLD U.ETF DEO,FR0010315770,LYYA
LY.R.(D.J.R.GDR)UETF CEOC,FR0010326140,LYYE
L.TU.DJ TU.TI.20 UETF INH,FR0010326256,LYYG
LYX.ST.EU.600 AU.PA.U.ETF,FR0010344630,LYYN
LYX.STOXX EUR.600 TE.UETF,FR0010344796,LYYW
LYXOR ETF ST.EUR.600 TEL.,FR0010344812,LYYK
LYX.ST.EU.600 TR.LE.UETF,FR0010344838,LYYL
LYX.ST.EUR.600 UTIL.U.ETF,FR0010344853,LYYM
LYX.STOXX E.600 F.+B.UETF,FR0010344861,LYYR
LYX.STOXX EU.600 HE.U.ETF,FR0010344879,LYYS
LYXOR ETF ST.EUR.600 IND.,FR0010344887,LYYT
LYXOR ETF ST.EUR.600 INS.,FR0010344903,LYYQ
LYX.STOXX EU.600 ME.U.ETF,FR0010344929,LYYU
LYXOR ETF ST.EUR.600 OIL,FR0010344960,LYMB
LYXOR RTF ST.EUR.600 P.H.,FR0010344978,LYYV
LYX.ST.EUR.600 RET.U.ETF,FR0010344986,LYYI
LYX.ST.EU.600 FI.SE.U.ETF,FR0010345363,LYMA
LYX.ST.EU.600 BANKS U.ETF,FR0010345371,LYYP
LYX.ST.E.600 B.R.U.ETF EO,FR0010345389,LYYX
LYX.ST.EU.600 CHEM.U.ETF,FR0010345470,LYYY
LYXOR ETF ST.EUR.600 CON.,FR0010345504,LYYZ
LYX.CTR/C.CRB E-E UE C-EO,FR0010346205,LYYH
LYX.HONG KONG(HSI)U.ETF D,FR0010361675,LYME
LYX.MSCI INDIA U.ETF CEO,FR0010361683,LYMD
LYX.MSCI KOREA U.ETF CEO,FR0010361691,LYMC
LYX.ST.EU.SE.DI.30 U.ETF,FR0010378604,LYMF
LYXOR MSCI MALAY.U.ETF C,FR0010397554,LYQE
LYX.FTSE ATHEX L.C. U.ETF,FR0010405431,LYMH
LYXOR PRIVEX U.ETF DEO,FR0010407197,LYM4
LYXOR BRAZIL(IB.)U.E.C-EO,FR0010408799,LYMG
LYX.MSCI EM LA.AM.U.ETF C,FR0010410266,LYM0
LYX.EUR.ST.50 DA.SH.U.ETF,FR0010424135,LSK7
LYX.EU.ST.50 D.D.S. U.ETF,FR0010424143,LSK8
LYXOR MSCI E.M.U.ETF C-EO,FR0010429068,LYM7
LYX.MSCI TAIWAN U.ETF CEO,FR0010444786,LYQD
LY.S.A.(F.J.T.40)UETF CEO,FR0010464446,LYMV
LYX.EUR.ST.50 DA.LE.U.ETF,FR0010468983,LYMZ
LYX.EUROMTS CO.BD A.U.ETF,FR0010481127,LRX2
LYXOR EURO CASH UCITS ETF,FR0010510800,L8I3
LYX.NEW ENERGY U.ETF DEO,FR0010524777,LYM9
LYX.WORLD WATER U.ETF DEO,FR0010527275,LYM8
SUEZ                 EO 4,FR0010613471,SZ1
LYX.MSCI AC AXJ.U.ETF CEO,FR0010652867,LYQI
AMUNDI ETF EU.ST.50 DR,FR0010654913,18MB
BNP P.E.L.CAR.100 CLASSEO,FR0010655597,LCEU
AMUNDI ETF MSCI EMU UE.DR,FR0010655688,18MH
AMUNDI ETF MSCI EUROPE,FR0010655696,18MI
AMUNDI ETF MSCI GERMANY,FR0010655712,18MJ
AMUNDI ETF MSCI ITALY,FR0010655720,GCI1
AMUNDI ETF MSCI NORDIC,FR0010655738,540I
AMUNDI ETF MSCI SPAIN,FR0010655746,AMES
AMUNDI ETF MSCI SWITZ.,FR0010655753,540J
AMUNDI ETF MSCI UK,FR0010655761,540K
AMUNDI ETF EU STAP.,FR0010688168,18M5
AMUNDI ETF MSCI EUR.BKS,FR0010688176,18M3
AMUNDI ETF EU. DISC.,FR0010688184,18M4
AMUNDI ETF MSCI EU.HEAL.,FR0010688192,18M6
AMUNDI MSCI ETF EU.IND.,FR0010688218,18M8
AMUNDI ETF S+P GLB.LUXURY,FR0010688226,GLUX
AMUNDI ETF MSCI EU.UTIL.,FR0010688234,540D
AMUNDI ETF MSCI JA.U.E.DR,FR0010688242,18ML
